Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
540173,192.168.50.8-74.208.236.171-59991-80-6,192.168.50.8,59991,74.208.236.171,80,6,2018-12-01 13:33:08.234494,54925,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.61993627674101,27462.5,38836.425743108746,54924.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,18.206645425580337,36.413290851160674,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,16385,1892,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
605465,192.168.50.6-4.2.2.4-53045-53-17,192.168.50.6,53045,4.2.2.4,53,17,2018-12-01 13:32:15.685080,20772,2,2,66.0,578.0,33.0,33.0,33.0,0.0,289.0,289.0,289.0,0.0,31003.273637589064,192.5669170036588,6924.0,11991.853776626866,20771.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.2834585018294,96.2834585018294,33.0,289.0,135.4,140.21697472132252,19660.8,0,0,0,0,0,0,0,0,1.0,169.25,33.0,289.0,40,0,0,0,0,0,0,2,66,2,578,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
524552,192.168.50.7-4.2.2.4-50283-53-17,192.168.50.7,50283,4.2.2.4,53,17,2018-12-01 13:31:16.955921,20869,2,2,166.0,330.0,83.0,83.0,83.0,0.0,165.0,165.0,165.0,0.0,23767.310364655707,191.67185777948157,6956.333333333334,12046.99071691073,20867.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.83592888974076,95.83592888974076,83.0,165.0,115.8,44.913249715423625,2017.2,0,0,0,0,0,0,0,0,1.0,144.75,83.0,165.0,40,0,0,0,0,0,0,2,166,2,330,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
545972,192.168.50.7-4.2.2.4-62114-53-17,192.168.50.7,62114,4.2.2.4,53,17,2018-12-01 13:31:17.660157,20842,2,2,64.0,120.0,32.0,32.0,32.0,0.0,60.0,60.0,60.0,0.0,8828.327415795029,191.92016121293543,6947.333333333334,12031.402259642611,20840.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.96008060646771,95.96008060646771,32.0,60.0,43.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,54.0,32.0,60.0,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
79,192.168.50.6-216.58.217.129-58096-443-6,192.168.50.6,58096,216.58.217.129,443,6,2018-12-01 13:32:03.807193,46388,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.229197206174,15462.666666666668,26643.578256933382,46228.0,49.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,43.84062043356594,111.0,49.0,0,0,0,0,20,60,21.557299301543495,64.67189790463051,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,3.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,3,0,256,246,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
73,172.217.10.98-192.168.50.6-443-58095-6,192.168.50.6,58095,172.217.10.98,443,6,2018-12-01 13:31:09.678095,54129339,8,2,215.0,92.0,46.0,0.0,26.875,22.825033249858432,46.0,46.0,46.0,0.0,5.671600756107515,0.1847426956386812,6014371.000000001,18019558.15289984,54066511.0,1.0,54129339.0,7732762.714285713,20431275.605828486,54066511.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,160,40,0.147794156510945,0.0369485391277362,0.0,46.0,32.09090909090909,21.082953044839545,444.4909090909091,0,0,1,0,0,1,0,0,0.0,35.3,26.875,46.0,160,0,0,0,0,0,0,8,215,2,92,254,252,4,20,62174.0,0.0,62174.0,62174.0,54066511.0,0.0,54066511.0,54066511.0,0,0,0
136755,192.168.50.7-23.32.166.121-52380-443-6,192.168.50.7,52380,23.32.166.121,443,6,2018-12-01 13:33:28.442716,133346,16,16,912.0,16820.0,180.0,0.0,57.0,77.27354010267679,2920.0,0.0,1051.2499999999998,989.1782111092688,132977.36715012073,239.97720216579427,4301.4838709677415,9399.739843460096,26465.0,0.0,133346.0,8889.733333333334,12517.067664745186,26863.0,0.0,107274.0,7151.599999999999,11769.635325094583,27325.0,1.0,0,0,0,0,344,344,119.98860108289712,119.98860108289712,0.0,2920.0,537.3333333333334,847.2876823527338,717896.4166666667,0,0,0,0,1,0,0,0,1.0,554.125,57.0,1051.25,344,0,0,0,0,0,0,16,912,16,16820,64240,245,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
165760,172.16.0.5-192.168.50.1-35202-34389-6,172.16.0.5,35202,192.168.50.1,34389,6,2018-12-01 13:32:42.945643,101,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39603.960396039605,33.66666666666667,56.58032638058332,99.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,19801.980198019806,19801.980198019806,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
73916,172.16.0.5-192.168.50.1-20940-20940-6,172.16.0.5,20940,192.168.50.1,20940,6,2018-12-01 13:30:32.533476,116304696,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1203734714202769,8946515.076923076,13096887.392530477,34770187.0,0.0,116304696.0,10573154.181818182,13671717.915738825,34770187.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,240,40,0.1031772612173802,0.0171962102028967,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,240,0,0,0,0,0,0,12,0,2,0,5840,0,0,20,31.75,61.5,124.0,1.0,23260913.6,9918577.534155603,34770187.0,12039838.0,0,1,1
500451,172.16.0.5-192.168.50.1-16502-64634-6,172.16.0.5,16502,192.168.50.1,64634,6,2018-12-01 13:30:44.712657,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
497823,192.168.50.7-8.8.8.8-53896-53-17,192.168.50.7,53896,8.8.8.8,53,17,2018-12-01 13:31:17.776143,47232,2,2,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,4234.417344173441,84.68834688346882,15744.0,27267.67586355684,47230.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,42.344173441734405,42.344173441734405,42.0,58.0,48.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
492448,172.16.0.5-192.168.50.1-63725-20665-6,172.16.0.5,63725,192.168.50.1,20665,6,2018-12-01 13:33:50.486668,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
409039,192.168.50.7-74.208.236.171-52367-80-6,192.168.50.7,52367,74.208.236.171,80,6,2018-12-01 13:31:31.673545,54774,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.77051155657794,27387.0,38729.65261914958,54773.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,18.256837185525978,36.51367437105196,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,256,1892,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10,192.168.50.8-23.194.142.15-59980-443-6,23.194.142.15,443,192.168.50.8,59980,6,2018-12-01 13:32:44.308295,3,5,0,62.0,0.0,31.0,0.0,12.4,16.97939928266015,0.0,0.0,0.0,0.0,20666666.666666668,1666666.6666666665,0.75,0.5,1.0,0.0,3.0,0.75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,100,0,1666666.6666666665,0.0,0.0,31.0,10.333333333333334,16.00833116432399,256.26666666666665,0,0,0,0,0,1,0,0,0.0,12.4,12.4,0.0,100,0,0,0,0,0,0,5,62,0,0,254,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
332710,192.168.50.7-8.8.8.8-56425-53-17,192.168.50.7,56425,8.8.8.8,53,17,2018-12-01 13:31:16.932448,61628,2,2,64.0,630.0,32.0,32.0,32.0,0.0,315.0,315.0,315.0,0.0,11261.115077562146,64.90556240669825,20542.666666666664,35578.34431692028,61625.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,32.452781203349126,32.452781203349126,32.0,315.0,145.2,155.005483773962,24026.7,0,0,0,0,0,0,0,0,1.0,181.5,32.0,315.0,40,0,0,0,0,0,0,2,64,2,630,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
56,162.248.19.151-192.168.50.6-443-58122-6,192.168.50.6,58122,162.248.19.151,443,6,2018-12-01 13:34:11.433067,28367,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.008918814115,9455.666666666668,16334.411447411669,28317.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,33.94112549695428,49.0,1.0,0,0,0,0,20,60,35.252229703528755,105.75668911058624,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,3.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,3,0,252,4253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
436184,172.217.10.100-192.168.50.6-443-58120-6,192.168.50.6,58120,172.217.10.100,443,6,2018-12-01 13:33:14.368681,58126387,8,6,184.0,184.0,46.0,0.0,23.0,24.58803425594305,46.0,0.0,30.66666666666667,23.754297856738823,6.331031722305398,0.2408544676964009,4471260.538461538,16084008.45896538,58002051.0,0.0,58126387.0,8303769.571428573,21914901.79940254,58002051.0,1.0,58064259.0,11612851.8,25967005.848939776,58064044.0,0.0,1,0,0,0,160,120,0.1376311243979434,0.1032233432984575,0.0,46.0,27.6,23.32625743050706,544.1142857142858,0,0,1,0,0,1,0,0,0.0,29.57142857142857,23.0,30.66666666666667,160,0,0,0,0,0,0,8,184,6,184,258,321,3,20,62170.0,0.0,62170.0,62170.0,58002051.0,0.0,58002051.0,58002051.0,0,0,0
475242,172.16.0.5-192.168.50.1-38409-11915-6,172.16.0.5,38409,192.168.50.1,11915,6,2018-12-01 13:30:37.181708,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
59075,172.16.0.5-192.168.50.1-14150-56307-6,172.16.0.5,14150,192.168.50.1,56307,6,2018-12-01 13:34:12.510999,49,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653061225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
73306,192.168.50.6-4.2.2.4-51228-53-17,192.168.50.6,51228,4.2.2.4,53,17,2018-12-01 13:32:46.462474,20868,2,2,62.0,156.0,31.0,31.0,31.0,0.0,78.0,78.0,78.0,0.0,10446.616829595552,191.6810427448725,6956.0,12045.547351615036,20865.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.84052137243626,95.84052137243626,31.0,78.0,49.8,25.74296020274281,662.7,0,0,0,0,0,0,0,0,1.0,62.25,31.0,78.0,40,0,0,0,0,0,0,2,62,2,156,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
527605,172.217.7.6-192.168.50.6-443-58121-6,192.168.50.6,58121,172.217.7.6,443,6,2018-12-01 13:33:14.368580,58126486,8,4,184.0,184.0,46.0,0.0,23.0,24.58803425594305,46.0,46.0,46.0,0.0,6.331020939404457,0.2064463349805801,5284226.0,17484496.791010402,58001944.0,1.0,58126486.0,8303783.714285715,21914848.445923645,58001944.0,1.0,58064203.0,19354734.333333336,33523381.50028027,58064201.0,1.0,1,0,0,0,160,80,0.1376308899870534,0.0688154449935267,0.0,46.0,31.84615384615385,22.097685225102023,488.3076923076923,0,0,1,0,0,1,0,0,0.0,34.5,23.0,46.0,160,0,0,0,0,0,0,8,184,4,184,254,255,3,20,62270.0,0.0,62270.0,62270.0,58001944.0,0.0,58001944.0,58001944.0,0,0,0
381565,192.168.50.7-4.2.2.4-56952-53-17,192.168.50.7,56952,4.2.2.4,53,17,2018-12-01 13:31:17.939607,20910,2,2,100.0,156.0,50.0,50.0,50.0,0.0,78.0,78.0,78.0,0.0,12242.945958871353,191.29603060736488,6970.0,12070.662077947503,20908.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.64801530368244,95.64801530368244,50.0,78.0,61.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,76.5,50.0,78.0,40,0,0,0,0,0,0,2,100,2,156,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
109,192.168.50.7-34.201.83.115-52379-443-6,192.168.50.7,52379,34.201.83.115,443,6,2018-12-01 13:31:18.043095,60626805,27,28,4162.0,8296.0,1432.0,0.0,154.14814814814815,393.5062020529424,2920.0,0.0,296.28571428571416,694.2914777560329,205.48666551041245,0.9071894849151296,1122718.6111111117,3169048.2552830023,10009290.0,0.0,60626805.0,2331800.1923076925,4313229.463764588,10062461.0,0.0,60565191.0,2243155.2222222225,4259967.813717714,10070630.0,0.0,0,0,0,0,564,728,0.4453475653219727,0.4618419195931569,0.0,2920.0,222.4642857142857,561.9643134669582,315803.8896103896,0,0,0,0,1,0,0,0,1.0,226.50909090909093,154.14814814814815,296.2857142857143,564,0,0,0,0,0,0,27,4162,28,8296,64240,121,18,20,83128.66666666669,53645.47332875968,192632.0,61165.0,10002519.0,3317.55620901886,10009290.0,10001072.0,0,0,0
608436,172.16.0.5-192.168.50.1-13031-18411-6,172.16.0.5,13031,192.168.50.1,18411,6,2018-12-01 13:31:42.164814,110,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,36.66666666666666,32.00520790954705,59.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,51.0,51.0,0,0,0,0,40,40,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
387365,192.168.50.6-4.2.2.4-58335-53-17,192.168.50.6,58335,4.2.2.4,53,17,2018-12-01 13:32:12.744614,20921,2,2,88.0,120.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,9942.16337651164,191.1954495483008,6973.666666666666,12076.14691585579,20918.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,52,40,95.59772477415036,95.59772477415036,44.0,60.0,50.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,63.0,44.0,60.0,52,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
397535,172.16.0.5-192.168.50.1-60253-36987-6,172.16.0.5,60253,192.168.50.1,36987,6,2018-12-01 13:31:15.955060,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
10,172.217.10.226-192.168.50.8-443-59955-6,172.217.10.226,443,192.168.50.8,59955,6,2018-12-01 13:30:46.267125,510261,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839125467162884,170087.0,294598.45968198817,510260.0,0.0,510261.0,170087.0,294598.45968198817,510260.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,7.839125467162884,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,80,0,0,0,0,0,0,4,0,0,0,325,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
526084,192.168.50.7-4.2.2.4-56121-53-17,192.168.50.7,56121,4.2.2.4,53,17,2018-12-01 13:31:23.687515,20824,2,2,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,9412.216673069535,192.0860545524395,6941.333333333334,12021.009954797197,20822.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.04302727621976,96.04302727621976,41.0,57.0,47.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
71285,192.168.50.6-4.2.2.4-59633-53-17,192.168.50.6,59633,4.2.2.4,53,17,2018-12-01 13:32:15.796979,20812,2,2,62.0,94.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,7495.675571785507,192.1968095329617,6937.333333333334,12014.08175156692,20810.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.09840476648088,96.09840476648088,31.0,47.0,37.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,46.75,31.0,47.0,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
639552,172.16.0.5-192.168.50.1-51904-22537-6,172.16.0.5,51904,192.168.50.1,22537,6,2018-12-01 13:33:58.033011,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
373306,172.16.0.5-192.168.50.1-16485-3087-6,172.16.0.5,16485,192.168.50.1,3087,6,2018-12-01 13:30:33.533389,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
522965,172.16.0.5-192.168.50.1-43355-5226-6,172.16.0.5,43355,192.168.50.1,5226,6,2018-12-01 13:31:47.389464,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
471605,192.168.50.8-4.2.2.4-51858-53-17,192.168.50.8,51858,4.2.2.4,53,17,2018-12-01 13:32:54.478306,20959,2,2,50.0,82.0,25.0,25.0,25.0,0.0,41.0,41.0,41.0,0.0,6298.010401259603,190.84880003816977,6986.333333333334,12098.952241137797,20957.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.42440001908489,95.42440001908489,25.0,41.0,31.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,39.25,25.0,41.0,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
545691,172.16.0.5-192.168.50.1-29526-32513-6,172.16.0.5,29526,192.168.50.1,32513,6,2018-12-01 13:31:44.998367,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
740079,192.168.50.6-74.208.236.171-58108-80-6,74.208.236.171,80,192.168.50.6,58108,6,2018-12-01 13:32:14.148781,118,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25423.728813559323,59.0,83.43860018001261,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,8474.57627118644,16949.15254237288,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,2160,581,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
310531,172.16.0.5-192.168.50.1-48485-54108-6,172.16.0.5,48485,192.168.50.1,54108,6,2018-12-01 13:32:45.207700,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
1616,192.168.50.6-23.33.85.123-58105-80-6,192.168.50.6,58105,23.33.85.123,80,6,2018-12-01 13:32:37.911170,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,1024,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
220356,192.168.50.7-4.2.2.4-65252-53-17,192.168.50.7,65252,4.2.2.4,53,17,2018-12-01 13:31:33.566184,20875,2,2,64.0,256.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,15329.341317365268,191.61676646706584,6958.333333333334,12049.588803495884,20872.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.80838323353292,95.80838323353292,32.0,128.0,70.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,88.0,32.0,128.0,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
